"","BKNG_ID","AGE","NBR_CRUISES","GROUP_TYPEF","GROUP_TYPEG","GROUP_TYPEI","GROUP_TYPEK","GROUP_TYPEQ","GROUP_TYPEUnknown","BKNG_STATUS","AIR_FLAGL","AIR_FLAGN","AIR_FLAGUnknown","AIR_FLAGY","BKNG_SOURCEAGENCY","BKNG_SOURCEDIRECT","BKNG_TYPEFIT","BKNG_TYPEGROUP","GENDERF","GENDERM","GENDERUnknown","DINING_TIME_CODE1","DINING_TIME_CODE2","DINING_TIME_CODEP","METAD","METAF","METAI","METAO","METAS","METAV","NET_TKT_REV","US_Citizen","Insurance_purchased","Resident_or_Immigrant","USD_Payment"
"1651",1651,57,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,174.53,1,1,1,1
"1652",1652,35,1,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,288.36,1,1,1,1
"1653",1653,47,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1654",1654,65,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,247.51,1,1,1,1
"1655",1655,2,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,118.54,1,1,1,1
"1656",1656,59,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,189.65,1,1,1,1
"1657",1657,48,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,106.45,1,1,1,1
"1658",1658,85,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,482.83,1,1,0,1
"1659",1659,58,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,254.67,1,1,1,1
"1660",1660,32,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,191.6,1,1,1,1
"1661",1661,84,2,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,218.54,1,1,1,1
"1662",1662,13,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,300.74,1,1,1,1
"1663",1663,71,3,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,297.65,1,1,1,1
"1664",1664,52,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1665",1665,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,131.83,1,1,0,1
"1666",1666,35,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,151.35,1,1,1,1
"1667",1667,42,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,135.33,1,1,1,1
"1668",1668,61,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,444.31,1,1,1,1
"1669",1669,47,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,147.11,1,1,1,1
"1670",1670,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,136.46,1,1,0,1
"1671",1671,60,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,302.89,0,1,1,0
"1672",1672,42,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,412.53,1,1,0,1
"1673",1673,56,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,230.51,1,1,1,1
"1674",1674,70,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,135.47,1,0,1,1
"1675",1675,56,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,129,1,1,1,1
"1676",1676,54,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,125.95,1,1,1,1
"1677",1677,28,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,105.65,1,1,1,1
"1678",1678,33,0,0,0,1,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"1679",1679,67,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,142.16,1,1,1,1
"1680",1680,81,3,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,347.11,1,1,1,1
"1681",1681,84,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1682",1682,74,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,282.83,1,0,1,1
"1683",1683,70,1,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1684",1684,61,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,173.18,1,1,1,1
"1685",1685,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,249.65,0,1,0,1
"1686",1686,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,441.65,1,1,0,1
"1687",1687,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,229.09,0,1,0,1
"1688",1688,55,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,139.91,1,1,0,1
"1689",1689,65,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,177.93,1,1,1,1
"1690",1690,53,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,135.11,1,1,1,1
"1691",1691,49,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,154.25,1,1,1,1
"1692",1692,82,6,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,168.69,1,1,1,1
"1693",1693,50,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1694",1694,64,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,168.15,1,1,1,1
"1695",1695,42,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,276.45,1,1,1,1
"1696",1696,15,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,253.44,1,1,1,1
"1697",1697,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,141.68,1,1,1,1
"1698",1698,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,189.97,1,1,0,1
"1699",1699,71,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,204.47,0,1,1,1
"1700",1700,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,285.9,0,1,0,1
"1701",1701,57,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,0,1
"1702",1702,92,4,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,239.97,1,1,1,1
"1703",1703,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,229.09,0,1,0,1
"1704",1704,85,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,246.08,1,1,1,1
"1705",1705,68,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,216.36,1,1,1,1
"1706",1706,48,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,140.8,1,1,1,1
"1707",1707,14,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,291.47,1,1,1,1
"1708",1708,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,289.97,1,1,1,1
"1709",1709,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,129.29,1,1,0,1
"1710",1710,70,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,283.13,1,1,1,1
"1711",1711,51,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"1712",1712,60,4,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,147.11,1,1,1,1
"1713",1713,47,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,347.11,1,1,1,1
"1714",1714,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1715",1715,53,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,154.1,1,1,1,1
"1716",1716,43,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,136.2,1,1,1,1
"1717",1717,39,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,93.25,1,1,1,1
"1718",1718,80,2,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,104.25,0,1,1,1
"1719",1719,73,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,0,1
"1720",1720,55,0,0,0,1,0,0,0,"B",0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,92.74,1,1,0,1
"1721",1721,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,275.68,1,1,0,1
"1722",1722,29,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,143.88,1,1,1,1
"1723",1723,52,0,0,1,0,0,0,0,"C",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,276.83,1,1,1,1
"1724",1724,25,0,0,0,0,0,0,1,"C",0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"1725",1725,30,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,249.65,1,1,0,1
"1726",1726,29,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,131.68,1,1,1,1
"1727",1727,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1728",1728,10,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,245.66,1,1,0,1
"1729",1729,69,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,167.69,1,1,1,1
"1730",1730,33,0,0,0,1,0,0,0,"C",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,162.84,1,1,0,1
"1731",1731,55,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,164.72,1,1,1,1
"1732",1732,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,279.13,1,1,1,1
"1733",1733,49,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,247.16,1,1,1,1
"1734",1734,43,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,151.97,0,1,1,1
"1735",1735,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,333.65,1,1,1,1
"1736",1736,46,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,99.32,1,1,1,1
"1737",1737,56,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1738",1738,55,0,0,0,0,0,0,1,"B",0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,119.83,0,1,0,1
"1739",1739,34,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,159.53,1,1,1,1
"1740",1740,46,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,183,1,1,1,1
"1741",1741,29,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,135.93,1,1,1,1
"1742",1742,66,11,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1032.68,1,1,1,1
"1743",1743,39,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"1744",1744,45,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,247.51,1,1,1,1
"1745",1745,50,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,127.83,1,1,1,1
"1746",1746,69,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
"1747",1747,46,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,237.65,1,1,1,1
"1748",1748,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
"1749",1749,17,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,129.17,1,1,1,1
"1750",1750,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,248.6,1,1,0,1
"1751",1751,52,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,131.91,1,1,1,1
"1752",1752,51,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,182.5,1,1,1,1
"1753",1753,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,244.76,1,1,0,1
"1754",1754,84,3,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,378.51,1,1,1,1
"1755",1755,60,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,169.11,1,1,1,1
"1756",1756,49,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,164.86,1,1,1,1
"1757",1757,53,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,105.65,1,1,1,1
"1758",1758,47,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,181.64,1,1,1,1
"1759",1759,33,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,458.59,1,1,0,1
"1760",1760,62,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,189.97,1,1,1,1
"1761",1761,49,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,159.97,1,0,1,1
"1762",1762,27,0,1,0,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,138.08,1,1,1,1
"1763",1763,59,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,236.24,1,1,1,1
"1764",1764,13,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,267.65,1,1,0,1
"1765",1765,63,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,224.31,1,1,1,1
"1766",1766,56,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,0,1,0,1
"1767",1767,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,220.96,1,1,0,1
"1768",1768,47,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,237.99,1,1,1,1
"1769",1769,56,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1770",1770,79,0,0,1,0,0,0,0,"C",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,313.69,1,1,0,1
"1771",1771,58,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1772",1772,33,0,0,0,0,0,0,1,"C",0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,309.98,1,1,0,1
"1773",1773,23,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1774",1774,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,129.29,1,1,0,1
"1775",1775,82,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,234.08,1,1,1,1
"1776",1776,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,138.08,0,1,0,1
"1777",1777,55,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,104.25,1,1,0,1
"1778",1778,46,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,163.95,1,1,1,1
"1779",1779,62,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,242.79,1,0,1,1
"1780",1780,48,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1781",1781,39,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,133.44,1,1,1,1
"1782",1782,76,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,329.25,1,0,1,1
"1783",1783,37,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,253.27,1,1,1,1
"1784",1784,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,177.53,1,1,1,1
"1785",1785,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,249.65,1,1,0,1
"1786",1786,90,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,259.51,1,1,0,1
"1787",1787,63,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,120.33,1,1,1,1
"1788",1788,58,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,183.93,1,1,1,1
"1789",1789,56,1,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,169.36,1,1,1,1
"1790",1790,47,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,122.58,1,1,1,1
"1791",1791,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,0,1,0,1
"1792",1792,33,0,1,0,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,162.08,1,1,1,1
"1793",1793,73,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"1794",1794,69,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,313.11,1,1,1,1
"1795",1795,58,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,259.51,1,1,1,1
"1796",1796,53,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,254.67,1,1,1,1
"1797",1797,50,1,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,237.99,1,1,1,1
"1798",1798,69,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,185.4,1,1,1,1
"1799",1799,52,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"1800",1800,37,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,64.63,1,1,1,1
"1801",1801,48,3,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,297.65,1,1,1,1
"1802",1802,36,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,249.65,1,1,0,1
"1803",1803,67,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,224.31,1,0,1,1
"1804",1804,60,3,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,332.83,1,1,1,1
"1805",1805,54,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,174.53,1,1,1,1
"1806",1806,28,0,0,0,0,0,0,1,"C",0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,309.65,1,1,0,1
"1807",1807,24,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,240.98,1,1,0,1
"1808",1808,41,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,155.84,1,1,1,1
"1809",1809,65,6,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,267.65,1,1,1,1
"1810",1810,31,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,108.87,1,1,1,1
"1811",1811,29,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,141.7,1,1,0,1
"1812",1812,64,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,118.54,1,0,1,1
"1813",1813,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,389.39,1,1,0,1
"1814",1814,66,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,261.4,1,0,1,1
"1815",1815,36,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,236.51,1,1,1,1
"1816",1816,68,0,0,0,0,0,0,1,"C",0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,255.41,1,1,0,1
"1817",1817,58,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,210.52,1,1,1,1
"1818",1818,56,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,121.68,1,1,1,1
"1819",1819,41,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,173.18,1,1,1,1
"1820",1820,42,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,227.17,1,1,1,1
"1821",1821,64,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1822",1822,49,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,231.93,1,1,1,1
"1823",1823,75,4,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,590.9,1,0,1,1
"1824",1824,65,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,481.41,1,1,1,1
"1825",1825,60,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,32.44,1,1,1,1
